"","SourceFile","FileName","CreateDate","create_date_tz_panama","create_date_tz_monterrey_mx","create_date_tz_monterrey_mx_agouti","create_date_tz_berlin","create_date_tz_berlin_agouti"
"139","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-09__09-59-23.MP4","SURVEY-CEBUS-03-01-R1__2017-04-09__09-59-23.MP4","09/04/2017 09:59:23",2017-04-09 09:59:23,2017-04-09 09:59:23,"09/04/2017 09:59:23",2017-04-09 16:59:23,"09/04/2017 16:59:23"
"140","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-10__15-51-21.MP4","SURVEY-CEBUS-03-01-R1__2017-04-10__15-51-21.MP4","10/04/2017 15:51:21",2017-04-10 15:51:21,2017-04-10 15:51:21,"10/04/2017 15:51:21",2017-04-10 22:51:21,"10/04/2017 22:51:21"
"141","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-10__16-36-30.MP4","SURVEY-CEBUS-03-01-R1__2017-04-10__16-36-30.MP4","10/04/2017 16:36:30",2017-04-10 16:36:30,2017-04-10 16:36:30,"10/04/2017 16:36:30",2017-04-10 23:36:30,"10/04/2017 23:36:30"
"142","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-10__16-37-15.MP4","SURVEY-CEBUS-03-01-R1__2017-04-10__16-37-15.MP4","10/04/2017 16:37:15",2017-04-10 16:37:15,2017-04-10 16:37:15,"10/04/2017 16:37:15",2017-04-10 23:37:15,"10/04/2017 23:37:15"
"143","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__10-27-49.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__10-27-49.MP4","11/04/2017 10:27:49",2017-04-11 10:27:49,2017-04-11 10:27:49,"11/04/2017 10:27:49",2017-04-11 17:27:49,"11/04/2017 17:27:49"
"144","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__11-42-31.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__11-42-31.MP4","11/04/2017 11:42:31",2017-04-11 11:42:31,2017-04-11 11:42:31,"11/04/2017 11:42:31",2017-04-11 18:42:31,"11/04/2017 18:42:31"
"145","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__12-12-29.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__12-12-29.MP4","11/04/2017 12:12:29",2017-04-11 12:12:29,2017-04-11 12:12:29,"11/04/2017 12:12:29",2017-04-11 19:12:29,"11/04/2017 19:12:29"
"146","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__12-14-46.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__12-14-46.MP4","11/04/2017 12:14:46",2017-04-11 12:14:46,2017-04-11 12:14:46,"11/04/2017 12:14:46",2017-04-11 19:14:46,"11/04/2017 19:14:46"
"147","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__12-19-29.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__12-19-29.MP4","11/04/2017 12:19:29",2017-04-11 12:19:29,2017-04-11 12:19:29,"11/04/2017 12:19:29",2017-04-11 19:19:29,"11/04/2017 19:19:29"
"148","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__12-21-23.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__12-21-23.MP4","11/04/2017 12:21:23",2017-04-11 12:21:23,2017-04-11 12:21:23,"11/04/2017 12:21:23",2017-04-11 19:21:23,"11/04/2017 19:21:23"
"149","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-11__12-23-42.MP4","SURVEY-CEBUS-03-01-R1__2017-04-11__12-23-42.MP4","11/04/2017 12:23:42",2017-04-11 12:23:42,2017-04-11 12:23:42,"11/04/2017 12:23:42",2017-04-11 19:23:42,"11/04/2017 19:23:42"
"150","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__07-29-24.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__07-29-24.MP4","12/04/2017 07:29:24",2017-04-12 07:29:24,2017-04-12 07:29:24,"12/04/2017 07:29:24",2017-04-12 14:29:24,"12/04/2017 14:29:24"
"151","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__07-31-48.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__07-31-48.MP4","12/04/2017 07:31:48",2017-04-12 07:31:48,2017-04-12 07:31:48,"12/04/2017 07:31:48",2017-04-12 14:31:48,"12/04/2017 14:31:48"
"152","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__09-51-18.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__09-51-18.MP4","12/04/2017 09:51:18",2017-04-12 09:51:18,2017-04-12 09:51:18,"12/04/2017 09:51:18",2017-04-12 16:51:18,"12/04/2017 16:51:18"
"153","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__09-55-38.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__09-55-38.MP4","12/04/2017 09:55:38",2017-04-12 09:55:38,2017-04-12 09:55:38,"12/04/2017 09:55:38",2017-04-12 16:55:38,"12/04/2017 16:55:38"
"154","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__09-59-06.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__09-59-06.MP4","12/04/2017 09:59:06",2017-04-12 09:59:06,2017-04-12 09:59:06,"12/04/2017 09:59:06",2017-04-12 16:59:06,"12/04/2017 16:59:06"
"155","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-16-32.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-16-32.MP4","12/04/2017 10:16:32",2017-04-12 10:16:32,2017-04-12 10:16:32,"12/04/2017 10:16:32",2017-04-12 17:16:32,"12/04/2017 17:16:32"
"156","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-18-01.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-18-01.MP4","12/04/2017 10:18:01",2017-04-12 10:18:01,2017-04-12 10:18:01,"12/04/2017 10:18:01",2017-04-12 17:18:01,"12/04/2017 17:18:01"
"157","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-18-40.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-18-40.MP4","12/04/2017 10:18:40",2017-04-12 10:18:40,2017-04-12 10:18:40,"12/04/2017 10:18:40",2017-04-12 17:18:40,"12/04/2017 17:18:40"
"158","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-19-44.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-19-44.MP4","12/04/2017 10:19:44",2017-04-12 10:19:44,2017-04-12 10:19:44,"12/04/2017 10:19:44",2017-04-12 17:19:44,"12/04/2017 17:19:44"
"159","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-25-28.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-25-28.MP4","12/04/2017 10:25:28",2017-04-12 10:25:28,2017-04-12 10:25:28,"12/04/2017 10:25:28",2017-04-12 17:25:28,"12/04/2017 17:25:28"
"160","/Volumes/Coiba Image Data/renamed_data/R1/SURVEY-CEBUS-03-01-R1/SURVEY-CEBUS-03-01-R1__2017-04-12__10-30-31.MP4","SURVEY-CEBUS-03-01-R1__2017-04-12__10-30-31.MP4","12/04/2017 10:30:31",2017-04-12 10:30:31,2017-04-12 10:30:31,"12/04/2017 10:30:31",2017-04-12 17:30:31,"12/04/2017 17:30:31"
