Observation id	Observation date	Description	Media file	Total length	FPS	Coder ID	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
EXP-ANV-01-R11__2022-03-16__17-08-45	2023-01-02 16:18:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-08-45.MP4	60.730	29.97	ZG	BAL	seqstart	Sequence info	almendragreen	POINT	7.401	7.401	NA		
EXP-ANV-01-R11__2022-03-16__17-08-45	2023-01-02 16:18:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-08-45.MP4	60.730	29.97	ZG	BAL	hammerstone	Sequence info	onanvil|None|None|e_offanvilreach	POINT	7.402	7.402	NA	DWA_A	
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|overhead	POINT	7.474	7.474	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	misstrike	Behavior	itemflies	POINT	7.474	7.474	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	reposit	Behavior	item	POINT	7.541	7.541	NA		
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	pound	Behavior	jump|None|overhead	POINT	7.608	7.608	NA		
EXP-ANV-01-R11__2022-04-22__17-32-39	2023-01-03 16:39:57		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-32-39.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	7.674	7.674	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	7.708	7.708	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|overhead	POINT	7.741	7.741	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	7.841	7.841	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	7.908	7.908	NA		
EXP-ANV-01-R11__2022-04-25__12-52-59	2023-01-04 14:34:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-52-59.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	8.008	8.008	NA		
EXP-ANV-01-R11__2022-03-25__18-02-24	2023-01-03 15:28:37		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-02-24.MP4	60.830	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	8.108	8.108	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	8.108	8.108	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	8.141	8.141	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	pound	Behavior	crouch|None|None	POINT	8.242	8.242	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	8.242	8.242	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	8.275	8.275	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	8.275	8.275	NA		
EXP-ANV-01-R11__2022-04-25__12-50-13	2023-01-04 14:09:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-50-13.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	8.308	8.308	NA		
EXP-ANV-01-R11__2022-04-25__13-03-08	2023-01-04 15:08:43		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-03-08.MP4	60.860	29.97	ZG	subadultmale	seqend	Sequence info	opened|None|None|None	POINT	8.375	8.375	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	reposit	Behavior	peel	POINT	8.442	8.442	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	8.475	8.475	NA		
EXP-ANV-01-R11__2022-03-27__17-56-38	2023-01-03 16:03:44		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-56-38.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	8.509	8.509	NA		
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	jump|None|None	POINT	8.542	8.542	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	8.575	8.575	NA		
EXP-ANV-01-R11__2022-02-23__18-21-15	2023-01-02 13:20:07		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-02-23__18-21-15.MP4	60.690	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	8.675	8.675	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	pound	Behavior	jump|None|None	POINT	8.709	8.709	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	8.742	8.742	NA		
EXP-ANV-01-R11__2022-03-16__17-08-45	2023-01-02 16:18:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-08-45.MP4	60.730	29.97	ZG	BAL	pound	Behavior	stand|None|overhead	POINT	9.142	9.142	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	9.142	9.142	NA		
EXP-ANV-01-R11__2022-03-16__17-03-12	2023-01-02 13:59:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-03-12.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|overhead	POINT	9.176	9.176	NA		
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	peel	POINT	9.176	9.176	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	9.209	9.209	NA		
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	pound	Behavior	crouch|None|None	POINT	9.309	9.309	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|overhead	POINT	9.343	9.343	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	9.376	9.376	NA		
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	reposit	Behavior	peel	POINT	9.409	9.409	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	9.409	9.409	NA		
EXP-ANV-01-R11__2022-03-25__18-02-24	2023-01-03 15:28:37		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-02-24.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	crouch|None|None	POINT	9.476	9.476	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	seqend	Sequence info	abandoned|noscrounging|fulldisp|socialattention	POINT	9.476	9.476	NA	BAL displaced ZIM from anvil when approaching, then ZIM stole almendra before BAL could hit it. BAL does not get almendra back as far as we see	
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	9.543	9.543	NA		
EXP-ANV-01-R11__2022-04-25__12-50-13	2023-01-04 14:09:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-50-13.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	9.676	9.676	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	seqend	Sequence info	abandoned|None|fulldisp|None	POINT	9.676	9.676	NA	lost the almendra when it flew off. displaced juvenile off anvil at start of sequence	
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	reposit	Behavior	peel	POINT	9.810	9.810	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	9.977	9.977	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	pound	Behavior	jump|None|None	POINT	10.110	10.110	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	peel	POINT	10.210	10.210	NA		
EXP-ANV-01-R11__2022-04-25__13-38-34	2023-01-04 16:08:01		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-38-34.MP4	60.860	29.97	ZG	MIC	reposit	Behavior	item	POINT	10.210	10.210	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	10.244	10.244	NA		
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|overhead	POINT	10.244	10.244	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	10.310	10.310	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	reposit	Behavior	hammer	POINT	10.310	10.310	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	10.644	10.644	NA		
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	seqstart	Sequence info	almendraunknown	POINT	10.651	10.651	NA	red	
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	10.652	10.652	NA	DWA_A	
EXP-ANV-01-R11__2022-03-16__17-08-45	2023-01-02 16:18:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-08-45.MP4	60.730	29.97	ZG	BAL	pound	Behavior	stand|1foot|overhead	POINT	10.711	10.711	NA		
EXP-ANV-01-R11__2022-03-21__06-51-27	2023-01-03 12:42:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-21__06-51-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	crouch|None|None	POINT	10.777	10.777	NA		
EXP-ANV-01-R11__2022-04-25__12-50-13	2023-01-04 14:09:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-50-13.MP4	60.890	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	10.844	10.844	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	10.911	10.911	NA		
EXP-ANV-01-R11__2022-03-16__17-03-12	2023-01-02 13:59:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-03-12.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|overhead	POINT	10.944	10.944	NA		
EXP-ANV-01-R11__2022-03-25__18-08-10	2023-01-03 15:32:27		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-08-10.MP4	60.690	29.97	ZG	PEA	misstrike	Behavior	itemflies	POINT	10.944	10.944	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	10.978	10.978	NA		
EXP-ANV-01-R11__2022-03-16__12-10-48	2023-01-02 13:30:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__12-10-48.MP4	60.860	29.97	ZG	SPT	reposit	Behavior	peel	POINT	11.082	11.082	NA		
EXP-ANV-01-R11__2022-03-16__17-22-57	2023-01-02 16:32:14		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-22-57.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	11.111	11.111	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	11.111	11.111	NA		
EXP-ANV-01-R11__2022-04-22__17-30-24	2023-01-03 16:28:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-30-24.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	peel	POINT	11.111	11.111	NA		
EXP-ANV-01-R11__2022-03-20__11-44-23	2023-01-03 12:31:20		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-44-23.MP4	60.860	29.97	ZG	SPT	seqstart	Sequence info	almendrabrown	POINT	11.150	11.150	NA		
EXP-ANV-01-R11__2022-03-20__11-44-23	2023-01-03 12:31:20		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-44-23.MP4	60.860	29.97	ZG	SPT	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	11.151	11.151	NA	DWA_A	
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	11.211	11.211	NA		
EXP-ANV-01-R11__2022-03-17__08-36-56	2023-01-03 11:28:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__08-36-56.MP4	60.860	29.97	ZG	PEA	reposit	Behavior	peel	POINT	11.245	11.245	NA		
EXP-ANV-01-R11__2022-04-25__13-38-34	2023-01-04 16:08:01		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-38-34.MP4	60.860	29.97	ZG	MIC	pound	Behavior	stand|None|None	POINT	11.245	11.245	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	11.311	11.311	NA		
EXP-ANV-01-R11__2022-03-16__17-07-22	2023-01-02 15:00:34		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-07-22.MP4	60.890	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	11.411	11.411	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	11.411	11.411	NA		
EXP-ANV-01-R11__2022-03-16__17-25-55	2023-01-02 16:14:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-25-55.MP4	60.890	29.97	ZG	BAL	hammerstone	Sequence info	offanvilwalk|None|None|e_onanvil	POINT	11.412	11.412	NA	DWA_A	
EXP-ANV-01-R11__2022-03-22__07-09-49	2023-01-03 13:50:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-09-49.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	jump|None|overhead	POINT	11.478	11.478	NA		
EXP-ANV-01-R11__2022-03-25__17-47-34	2023-01-03 14:39:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-47-34.MP4	60.860	29.97	ZG	SMG	seqend	Sequence info	opened|None|None|None	POINT	11.645	11.645	NA		
EXP-ANV-01-R11__2022-04-25__13-34-28	2023-01-04 15:55:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-34-28.MP4	60.890	29.97	ZG	MIC	pound	Behavior	jump|None|None	POINT	11.645	11.645	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	seqend	Sequence info	opened|None|None|None	POINT	11.654	11.654	NA		
EXP-ANV-01-R11__2022-04-25__12-52-59	2023-01-04 14:34:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-52-59.MP4	60.860	29.97	ZG	BAL	seqend	Sequence info	opened|noscrounging|fulldisp|noattention	POINT	11.845	11.845	NA		
EXP-ANV-01-R11__2022-02-23__18-21-15	2023-01-02 13:20:07		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-02-23__18-21-15.MP4	60.690	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	12.012	12.012	NA		
EXP-ANV-01-R11__2022-03-17__07-56-49	2023-01-03 11:18:29		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-56-49.MP4	60.890	29.97	ZG	PEA	reposit	Behavior	item	POINT	12.045	12.045	NA		
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	seqend	Sequence info	opened|None|None|None	POINT	12.079	12.079	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	seqend	Sequence info	opened|None|None|None	POINT	12.080	12.080	NA		
EXP-ANV-01-R11__2022-03-23__09-05-55	2023-01-03 14:19:00		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-23__09-05-55.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	12.112	12.112	NA		
EXP-ANV-01-R11__2022-03-27__17-56-38	2023-01-03 16:03:44		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-56-38.MP4	60.860	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	12.112	12.112	NA		
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	reposit	Behavior	item	POINT	12.151	12.151	NA		
EXP-ANV-01-R11__2022-04-25__13-27-27	2023-01-04 15:20:06		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-27-27.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	12.212	12.212	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	12.279	12.279	NA		
