Observation id	Observation date	Description	Media file	Total length	FPS	Coder ID	Subject	Behavior	Behavioral category	Modifiers	Behavior type	Start (s)	Stop (s)	Duration (s)	Comment start	Comment stop
EXP-ANV-01-R11__2022-03-22__07-08-14	2023-01-03 12:46:09		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-08-14.MP4	60.890	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	40.841	40.841	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	40.841	40.841	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	seqstart	Sequence info	almendrabrown	POINT	40.874	40.874	NA	CHECK ID	
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	hammerstone	Sequence info	offanvilwalk|None|None|e_onanvil	POINT	40.875	40.875	NA	DWA_A	
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	pound	Behavior	stand|None|None	POINT	40.941	40.941	NA		
EXP-ANV-01-R11__2022-04-25__12-46-21	2023-01-04 13:50:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-46-21.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	40.941	40.941	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	40.974	40.974	NA		
EXP-ANV-01-R11__2022-04-25__13-02-01	2023-01-04 15:03:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-02-01.MP4	60.860	29.97	ZG	subadultmale	reposit	Behavior	peel	POINT	41.074	41.074	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	item	POINT	41.341	41.341	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	seqstart	Sequence info	almendrabrown	POINT	41.751	41.751	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	41.752	41.752	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	41.808	41.808	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	41.808	41.808	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	41.942	41.942	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	pound	Behavior	stand|None|None	POINT	42.009	42.009	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	42.176	42.176	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	42.209	42.209	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	42.386	42.386	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	hammerstone	Sequence info	offanvilwalk|None|None|e_onanvil	POINT	42.387	42.387	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	42.409	42.409	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	seqstart	Sequence info	almendrabrown	POINT	42.714	42.714	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	42.715	42.715	NA	DWA_A	
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	seqstart	Sequence info	almendrabrown	POINT	42.809	42.809	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	42.810	42.810	NA	DWA_A	
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|overhead	POINT	42.876	42.876	NA	while walking hammerstone over to anvil	
EXP-ANV-01-R11__2022-03-16__16-59-52	2023-01-02 13:41:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__16-59-52.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	42.943	42.943	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	43.177	43.177	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	reposit	Behavior	item	POINT	43.177	43.177	NA		
EXP-ANV-01-R11__2022-03-27__18-01-13	2023-01-03 16:13:28		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__18-01-13.MP4	60.860	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	43.243	43.243	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	43.277	43.277	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	pound	Behavior	stand|None|None	POINT	43.377	43.377	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|None	POINT	43.443	43.443	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	43.443	43.443	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	hammerstone	Sequence info	offanvilwalk|None|None|e_onanvil	POINT	43.444	43.444	NA	DWA_A	
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	misstrike	Behavior	itemflies	POINT	43.510	43.510	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	43.553	43.553	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	43.744	43.744	NA		
EXP-ANV-01-R11__2022-04-25__13-39-47	2023-01-04 16:12:12		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-39-47.MP4	60.860	29.97	ZG	MIC	seqend	Sequence info	opened|None|None|None	POINT	43.744	43.744	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	pound	Behavior	stand|1foot|None	POINT	43.810	43.810	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	43.877	43.877	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	43.944	43.944	NA		
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	pound	Behavior	crouch|None|overhead	POINT	43.977	43.977	NA		
EXP-ANV-01-R11__2022-03-17__07-50-54	2023-01-02 16:47:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-17__07-50-54.MP4	60.860	29.97	ZG	PEA	seqend	Sequence info	opened|None|None|None	POINT	44.077	44.077	NA		
EXP-ANV-01-R11__2022-03-20__11-43-12	2023-01-03 12:08:56		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-20__11-43-12.MP4	60.860	29.97	ZG	SPT	seqend	Sequence info	opened|None|None|None	POINT	44.178	44.178	NA		
EXP-ANV-01-R11__2022-04-25__12-46-21	2023-01-04 13:50:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-46-21.MP4	60.860	29.97	ZG	ZIM	seqend	Sequence info	opened|None|None|None	POINT	44.178	44.178	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	44.211	44.211	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	44.344	44.344	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	44.344	44.344	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	misstrike	Behavior	itemflies	POINT	44.360	44.360	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	pound	Behavior	stand|None|None	POINT	44.611	44.611	NA		
EXP-ANV-01-R11__2022-03-16__16-59-52	2023-01-02 13:41:19		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__16-59-52.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	44.745	44.745	NA		
EXP-ANV-01-R11__2022-04-25__13-33-15	2023-01-04 15:36:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-33-15.MP4	60.930	29.97	ZG	subadultmale	seqstart	Sequence info	almendragreen	POINT	44.878	44.878	NA		
EXP-ANV-01-R11__2022-04-25__13-33-15	2023-01-04 15:36:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-33-15.MP4	60.930	29.97	ZG	subadultmale	hammerstone	Sequence info	onanvil|None|None|e_onanvil	POINT	44.879	44.879	NA	DWA_A	
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	reposit	Behavior	item	POINT	45.078	45.078	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	45.112	45.112	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	stand|1foot|None	POINT	45.179	45.179	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	reposit	Behavior	item	POINT	45.179	45.179	NA		
EXP-ANV-01-R11__2022-03-22__07-08-14	2023-01-03 12:46:09		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-08-14.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|overhead	POINT	45.212	45.212	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	reposit	Behavior	hammer	POINT	45.312	45.312	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	45.412	45.412	NA		
EXP-ANV-01-R11__2022-04-25__13-33-15	2023-01-04 15:36:08		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-33-15.MP4	60.930	29.97	ZG	subadultmale	misstrike	Behavior	hammerlost	POINT	45.546	45.546	NA		
EXP-ANV-01-R11__2022-03-25__17-48-46	2023-01-03 14:45:52		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-48-46.MP4	60.860	29.97	ZG	adultmale	seqend	Sequence info	opened|None|None|None	POINT	45.646	45.646	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	45.712	45.712	NA		
EXP-ANV-01-R11__2022-04-25__12-42-49	2023-01-04 13:15:54		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-42-49.MP4	60.894	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	45.846	45.846	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	pound	Behavior	stand|1foot|overhead	POINT	45.913	45.913	NA		
EXP-ANV-01-R11__2022-03-25__18-14-02	2023-01-03 15:43:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-14-02.MP4	60.860	29.97	ZG	juvenileunknown	seqend	Sequence info	opened|None|None|None	POINT	46.013	46.013	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	reposit	Behavior	hammer	POINT	46.046	46.046	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	pound	Behavior	crouch|None|None	POINT	46.213	46.213	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	crouch|1foot|None	POINT	46.380	46.380	NA		
EXP-ANV-01-R11__2022-03-16__17-12-40	2023-01-02 16:24:11		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-12-40.MP4	60.930	29.97	ZG	TOM	pound	Behavior	crouch|None|None	POINT	46.446	46.446	NA		
EXP-ANV-01-R11__2022-03-22__07-08-14	2023-01-03 12:46:09		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-08-14.MP4	60.890	29.97	ZG	juvenileunknown	pound	Behavior	stand|None|overhead	POINT	46.647	46.647	NA		
EXP-ANV-01-R11__2022-03-22__07-11-16	2023-01-03 13:59:38		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-22__07-11-16.MP4	60.830	29.97	ZG	juvenileunknown	reposit	Behavior	item	POINT	46.747	46.747	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	seqstart	Sequence info	almendrabrown	POINT	46.813	46.813	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	hammerstone	Sequence info	offanvilwalk|None|None|e_onanvil	POINT	46.814	46.814	NA	DWA_B	
EXP-ANV-01-R11__2022-03-16__17-04-22	2023-01-02 14:06:46		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-04-22.MP4	60.890	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	46.947	46.947	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	pound	Behavior	jump|None|overhead	POINT	47.247	47.247	NA		
EXP-ANV-01-R11__2022-04-25__12-43-56	2023-01-04 13:22:39		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-43-56.MP4	60.860	29.97	ZG	TOM	pound	Behavior	stand|None|None	POINT	47.281	47.281	NA		
EXP-ANV-01-R11__2022-04-22__17-27-53	2023-01-03 16:22:25		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-22__17-27-53.MP4	60.860	29.97	ZG	BAL	pound	Behavior	stand|1foot|None	POINT	47.681	47.681	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	47.681	47.681	NA		
EXP-ANV-01-R11__2022-03-25__17-56-18	2023-01-03 15:09:41		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-56-18.MP4	60.830	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	48.048	48.048	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	reposit	Behavior	peel	POINT	48.282	48.282	NA		
EXP-ANV-01-R11__2022-04-25__13-29-06	2023-01-04 15:29:59		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__13-29-06.MP4	60.830	29.97	ZG	ZIM	pound	Behavior	stand|None|overhead	POINT	48.515	48.515	NA		
EXP-ANV-01-R11__2022-04-25__12-51-45	2023-01-04 14:13:58		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-51-45.MP4	60.890	29.97	ZG	BAL	pound	Behavior	stand|None|None	POINT	48.682	48.682	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	pound	Behavior	jump|None|None	POINT	48.849	48.849	NA		
EXP-ANV-01-R11__2022-04-25__12-45-10	2023-01-04 13:39:40		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-45-10.MP4	60.860	29.97	ZG	ZIM	pound	Behavior	stand|None|None	POINT	48.872	48.872	NA		
EXP-ANV-01-R11__2022-03-25__18-09-55	2023-01-03 15:37:26		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__18-09-55.MP4	60.860	29.97	ZG	SPT	pound	Behavior	crouch|None|None	POINT	49.249	49.249	NA		
EXP-ANV-01-R11__2022-03-16__17-06-05	2023-01-02 14:25:31		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-16__17-06-05.MP4	60.860	29.97	ZG	BAL	reposit	Behavior	item	POINT	49.361	49.361	NA		
EXP-ANV-01-R11__2022-03-27__17-58-12	2023-01-03 16:07:48		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-27__17-58-12.MP4	60.690	29.97	ZG	TOM	seqend	Sequence info	opened|None|None|None	POINT	49.750	49.750	NA		
EXP-ANV-01-R11__2022-03-25__17-59-11	2023-01-03 15:18:51		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-03-25__17-59-11.MP4	60.860	29.97	ZG	BAL	seqend	Sequence info	opened|None|None|None	POINT	49.850	49.850	NA		
EXP-ANV-01-R11__2022-04-25__12-41-20	2023-01-04 12:59:04		Y:/capuchin_coiba/working/Detailedtools/EXP-ANV-01-R11/EXP-ANV-01-R11__2022-04-25__12-41-20.MP4	60.861	29.97	ZG	BAL	reposit	Behavior	item	POINT	49.850	49.850	NA		
